SN;JD;Filt;mag
SN 2001en      ;2452182.32;V;16.443
SN 2001en      ;2452183.29;V;16.184
SN 2001en      ;2452186.48;V;15.586
SN 2001en      ;2452187.42;V;15.493
SN 2001en      ;2452188.33;V;15.403
SN 2001en      ;2452189.33;V;15.336
SN 2001en      ;2452190.36;V;15.283
SN 2001en      ;2452191.35;V;15.232
SN 2001en      ;2452192.32;V;15.219
SN 2001en      ;2452193.34;V;15.196
SN 2001en      ;2452194.33;V;15.217
SN 2001en      ;2452196.36;V;15.209
SN 2001en      ;2452197.33;V;15.282
SN 2001en      ;2452198.30;V;15.302
SN 2001en      ;2452199.33;V;15.312
SN 2001en      ;2452200.31;V;15.374
SN 2001en      ;2452202.31;V;15.483
SN 2001en      ;2452204.32;V;15.651
SN 2001en      ;2452206.33;V;15.764
SN 2001en      ;2452208.28;V;15.863
SN 2001en      ;2452218.22;V;16.418
SN 2001en      ;2452221.30;V;16.691
SN 2001en      ;2452228.27;V;17.126
SN 2001en      ;2452231.26;V;17.250
SN 2001en      ;2452250.22;V;17.827
SN 2001en      ;2452278.12;V;18.564
SN 2001en      ;2452181.29;R;16.513
SN 2001en      ;2452182.32;R;16.208
SN 2001en      ;2452183.29;R;15.925
SN 2001en      ;2452186.48;R;15.380
SN 2001en      ;2452187.42;R;15.329
SN 2001en      ;2452188.33;R;15.255
SN 2001en      ;2452189.33;R;15.203
SN 2001en      ;2452190.36;R;15.198
SN 2001en      ;2452191.35;R;15.159
SN 2001en      ;2452192.32;R;15.129
SN 2001en      ;2452193.34;R;15.100
SN 2001en      ;2452194.33;R;15.112
SN 2001en      ;2452196.36;R;15.137
SN 2001en      ;2452197.33;R;15.178
SN 2001en      ;2452198.30;R;15.278
SN 2001en      ;2452199.33;R;15.288
SN 2001en      ;2452200.31;R;15.388
SN 2001en      ;2452202.31;R;15.548
SN 2001en      ;2452204.32;R;15.711
SN 2001en      ;2452206.33;R;15.801
SN 2001en      ;2452208.28;R;15.866
SN 2001en      ;2452218.22;R;15.973
SN 2001en      ;2452221.30;R;16.170
SN 2001en      ;2452228.27;R;16.678
SN 2001en      ;2452231.26;R;16.847
SN 2001en      ;2452250.22;R;17.422
SN 2001en      ;2452278.12;R;18.430
SN 2001en      ;2452181.29;I;16.813
SN 2001en      ;2452182.32;I;16.337
SN 2001en      ;2452183.29;I;16.036
SN 2001en      ;2452186.48;I;15.502
SN 2001en      ;2452187.42;I;15.436
SN 2001en      ;2452188.33;I;15.392
SN 2001en      ;2452189.33;I;15.401
SN 2001en      ;2452190.36;I;15.391
SN 2001en      ;2452191.35;I;15.419
SN 2001en      ;2452192.32;I;15.457
SN 2001en      ;2452193.34;I;15.454
SN 2001en      ;2452194.33;I;15.526
SN 2001en      ;2452196.36;I;15.553
SN 2001en      ;2452197.33;I;15.671
SN 2001en      ;2452198.30;I;15.660
SN 2001en      ;2452199.33;I;15.785
SN 2001en      ;2452200.31;I;15.894
SN 2001en      ;2452204.32;I;16.129
SN 2001en      ;2452206.33;I;16.132
SN 2001en      ;2452208.28;I;16.134
SN 2001en      ;2452218.22;I;15.809
SN 2001en      ;2452221.30;I;15.927
SN 2001en      ;2452228.27;I;16.462
SN 2001en      ;2452231.26;I;16.636
SN 2001en      ;2452250.22;I;17.479
SN 2001en      ;2452278.12;I;18.568
SN 2001ep      ;2452186.44;B;17.429
SN 2001ep      ;2452189.44;B;16.280
SN 2001ep      ;2452190.54;B;15.954
SN 2001ep      ;2452191.54;B;15.719
SN 2001ep      ;2452192.52;B;15.540
SN 2001ep      ;2452194.54;B;15.306
SN 2001ep      ;2452196.53;B;15.135
SN 2001ep      ;2452197.35;B;15.094
SN 2001ep      ;2452198.52;B;15.051
SN 2001ep      ;2452199.52;B;15.028
SN 2001ep      ;2452200.50;B;15.037
SN 2001ep      ;2452201.50;B;15.056
SN 2001ep      ;2452202.52;B;15.122
SN 2001ep      ;2452203.50;B;15.185
SN 2001ep      ;2452204.53;B;15.276
SN 2001ep      ;2452206.51;B;15.482
SN 2001ep      ;2452208.52;B;15.661
SN 2001ep      ;2452214.34;B;16.421
SN 2001ep      ;2452218.50;B;16.967
SN 2001ep      ;2452220.48;B;17.127
SN 2001ep      ;2452222.47;B;17.308
SN 2001ep      ;2452228.47;B;17.707
SN 2001ep      ;2452231.45;B;17.898
SN 2001ep      ;2452250.41;B;18.531
SN 2001ep      ;2452265.33;B;18.614
SN 2001ep      ;2452267.37;B;18.862
SN 2001ep      ;2452278.34;B;18.928
SN 2001ep      ;2452283.36;B;19.146
SN 2001ep      ;2452288.27;B;18.978
SN 2001ep      ;2452293.28;B;19.254
SN 2001ep      ;2452317.19;B;19.381
SN 2001ep      ;2452336.14;B;19.927
SN 2001ep      ;2452186.44;V;17.125
SN 2001ep      ;2452187.54;V;16.702
SN 2001ep      ;2452189.44;V;16.106
SN 2001ep      ;2452190.54;V;15.903
SN 2001ep      ;2452191.54;V;15.725
SN 2001ep      ;2452192.52;V;15.554
SN 2001ep      ;2452193.52;V;15.385
SN 2001ep      ;2452194.54;V;15.323
SN 2001ep      ;2452196.53;V;15.114
SN 2001ep      ;2452197.35;V;15.095
SN 2001ep      ;2452198.52;V;15.021
SN 2001ep      ;2452199.52;V;15.001
SN 2001ep      ;2452200.50;V;14.987
SN 2001ep      ;2452201.50;V;14.970
SN 2001ep      ;2452202.52;V;14.982
SN 2001ep      ;2452203.50;V;14.993
SN 2001ep      ;2452204.53;V;15.011
SN 2001ep      ;2452206.51;V;15.076
SN 2001ep      ;2452208.52;V;15.140
SN 2001ep      ;2452214.34;V;15.568
SN 2001ep      ;2452218.50;V;15.810
SN 2001ep      ;2452220.48;V;15.953
SN 2001ep      ;2452222.47;V;16.045
SN 2001ep      ;2452228.47;V;16.424
SN 2001ep      ;2452231.45;V;16.620
SN 2001ep      ;2452233.46;V;16.685
SN 2001ep      ;2452250.41;V;17.271
SN 2001ep      ;2452265.33;V;17.784
SN 2001ep      ;2452267.37;V;17.759
SN 2001ep      ;2452278.34;V;17.952
SN 2001ep      ;2452283.36;V;18.247
SN 2001ep      ;2452288.27;V;18.207
SN 2001ep      ;2452293.28;V;18.322
SN 2001ep      ;2452317.19;V;19.201
SN 2001ep      ;2452336.14;V;19.241
SN 2001ep      ;2452186.44;R;16.921
SN 2001ep      ;2452189.44;R;16.002
SN 2001ep      ;2452190.54;R;15.725
SN 2001ep      ;2452191.54;R;15.510
SN 2001ep      ;2452192.52;R;15.313
SN 2001ep      ;2452193.52;R;15.186
SN 2001ep      ;2452194.54;R;15.114
SN 2001ep      ;2452196.53;R;14.930
SN 2001ep      ;2452197.35;R;14.932
SN 2001ep      ;2452198.52;R;14.874
SN 2001ep      ;2452199.52;R;14.867
SN 2001ep      ;2452200.50;R;14.851
SN 2001ep      ;2452201.50;R;14.843
SN 2001ep      ;2452202.52;R;14.848
SN 2001ep      ;2452203.50;R;14.848
SN 2001ep      ;2452204.53;R;14.880
SN 2001ep      ;2452206.51;R;14.981
SN 2001ep      ;2452208.52;R;15.081
SN 2001ep      ;2452214.34;R;15.428
SN 2001ep      ;2452218.50;R;15.524
SN 2001ep      ;2452220.48;R;15.570
SN 2001ep      ;2452222.47;R;15.654
SN 2001ep      ;2452228.47;R;15.939
SN 2001ep      ;2452231.45;R;16.162
SN 2001ep      ;2452233.46;R;16.286
SN 2001ep      ;2452250.41;R;17.032
SN 2001ep      ;2452265.33;R;17.558
SN 2001ep      ;2452267.37;R;17.571
SN 2001ep      ;2452278.34;R;17.854
SN 2001ep      ;2452288.27;R;18.139
SN 2001ep      ;2452293.28;R;18.427
SN 2001ep      ;2452317.19;R;19.073
SN 2001ep      ;2452336.14;R;19.227
SN 2001ep      ;2452186.44;I;16.795
SN 2001ep      ;2452189.44;I;16.037
SN 2001ep      ;2452190.54;I;15.635
SN 2001ep      ;2452191.54;I;15.488
SN 2001ep      ;2452192.52;I;15.334
SN 2001ep      ;2452193.52;I;15.201
SN 2001ep      ;2452194.54;I;15.130
SN 2001ep      ;2452196.53;I;15.005
SN 2001ep      ;2452197.35;I;15.027
SN 2001ep      ;2452198.52;I;15.004
SN 2001ep      ;2452199.52;I;15.054
SN 2001ep      ;2452200.50;I;15.070
SN 2001ep      ;2452201.50;I;15.099
SN 2001ep      ;2452202.52;I;15.181
SN 2001ep      ;2452203.50;I;15.162
SN 2001ep      ;2452204.53;I;15.193
SN 2001ep      ;2452206.51;I;15.299
SN 2001ep      ;2452208.52;I;15.391
SN 2001ep      ;2452214.34;I;15.480
SN 2001ep      ;2452218.50;I;15.411
SN 2001ep      ;2452220.48;I;15.422
SN 2001ep      ;2452222.47;I;15.403
SN 2001ep      ;2452228.47;I;15.570
SN 2001ep      ;2452231.45;I;15.783
SN 2001ep      ;2452233.46;I;15.997
SN 2001ep      ;2452250.41;I;16.781
SN 2001ep      ;2452265.33;I;17.391
SN 2001ep      ;2452267.37;I;17.431
SN 2001ep      ;2452278.34;I;17.774
SN 2001ep      ;2452288.27;I;18.142
SN 2001ep      ;2452293.28;I;18.313
SN 2001ep      ;2452317.19;I;19.049
SN 2001ep      ;2452336.14;I;19.118
SN 2001ex      ;2452202.55;B;17.727
SN 2001ex      ;2452203.54;B;17.726
SN 2001ex      ;2452205.50;B;17.694
SN 2001ex      ;2452207.54;B;17.895
SN 2001ex      ;2452214.38;B;18.916
SN 2001ex      ;2452216.50;B;19.124
SN 2001ex      ;2452202.55;V;17.467
SN 2001ex      ;2452203.54;V;17.456
SN 2001ex      ;2452205.50;V;17.394
SN 2001ex      ;2452207.54;V;17.351
SN 2001ex      ;2452209.50;V;17.393
SN 2001ex      ;2452214.38;V;17.925
SN 2001ex      ;2452216.50;V;18.046
SN 2001ex      ;2452202.55;R;17.211
SN 2001ex      ;2452203.54;R;17.160
SN 2001ex      ;2452205.50;R;17.112
SN 2001ex      ;2452207.54;R;17.131
SN 2001ex      ;2452214.38;R;17.447
SN 2001ex      ;2452216.50;R;17.550
SN 2001ex      ;2452203.54;I;17.137
SN 2001ex      ;2452205.50;I;17.203
SN 2001ex      ;2452207.54;I;17.248
SN 2001ex      ;2452214.38;I;17.400
SN 2001ex      ;2452216.50;I;17.596
SN 2001fh      ;2452218.12;B;17.681
SN 2001fh      ;2452219.11;B;17.552
SN 2001fh      ;2452220.13;B;17.393
SN 2001fh      ;2452221.10;B;17.366
SN 2001fh      ;2452222.12;B;16.841
SN 2001fh      ;2452223.12;B;17.110
SN 2001fh      ;2452228.08;B;17.345
SN 2001fh      ;2452232.08;B;17.798
SN 2001fh      ;2452233.09;B;17.965
SN 2001fh      ;2452241.08;B;18.881
SN 2001fh      ;2452218.12;V;17.232
SN 2001fh      ;2452219.11;V;17.041
SN 2001fh      ;2452220.13;V;16.928
SN 2001fh      ;2452221.10;V;16.870
SN 2001fh      ;2452222.12;V;16.122
SN 2001fh      ;2452223.12;V;16.724
SN 2001fh      ;2452228.08;V;16.733
SN 2001fh      ;2452229.09;V;16.751
SN 2001fh      ;2452232.08;V;16.897
SN 2001fh      ;2452233.09;V;17.003
SN 2001fh      ;2452241.08;V;17.549
SN 2001fh      ;2452262.11;V;18.706
SN 2001fh      ;2452218.12;R;16.693
SN 2001fh      ;2452219.11;R;16.528
SN 2001fh      ;2452220.13;R;16.425
SN 2001fh      ;2452221.10;R;16.351
SN 2001fh      ;2452222.12;R;15.741
SN 2001fh      ;2452223.12;R;16.272
SN 2001fh      ;2452228.08;R;16.272
SN 2001fh      ;2452229.09;R;16.380
SN 2001fh      ;2452232.08;R;16.647
SN 2001fh      ;2452233.09;R;16.799
SN 2001fh      ;2452241.08;R;16.992
SN 2001fh      ;2452262.11;R;18.137
SN 2001fh      ;2452218.12;I;16.276
SN 2001fh      ;2452219.11;I;16.166
SN 2001fh      ;2452220.13;I;16.063
SN 2001fh      ;2452221.10;I;15.976
SN 2001fh      ;2452222.12;I;16.011
SN 2001fh      ;2452223.12;I;15.958
SN 2001fh      ;2452228.08;I;16.189
SN 2001fh      ;2452229.09;I;16.305
SN 2001fh      ;2452232.08;I;16.472
SN 2001fh      ;2452241.08;I;16.444
SN 2002G       ;2452298.54;B;17.746
SN 2002G       ;2452299.52;B;17.660
SN 2002G       ;2452305.50;B;18.240
SN 2002G       ;2452308.56;B;18.335
SN 2002G       ;2452309.56;B;18.467
SN 2002G       ;2452310.55;B;18.576
SN 2002G       ;2452311.55;B;18.791
SN 2002G       ;2452313.49;B;19.010
SN 2002G       ;2452315.52;B;19.321
SN 2002G       ;2452317.56;B;19.659
SN 2002G       ;2452320.50;B;20.023
SN 2002G       ;2452298.54;V;17.425
SN 2002G       ;2452299.52;V;17.497
SN 2002G       ;2452304.54;V;17.425
SN 2002G       ;2452308.56;V;17.672
SN 2002G       ;2452309.56;V;17.607
SN 2002G       ;2452310.55;V;17.747
SN 2002G       ;2452311.55;V;17.834
SN 2002G       ;2452313.49;V;18.081
SN 2002G       ;2452315.52;V;18.107
SN 2002G       ;2452317.56;V;18.256
SN 2002G       ;2452320.50;V;18.466
SN 2002G       ;2452327.52;V;18.992
SN 2002G       ;2452331.38;V;19.245
SN 2002G       ;2452335.53;V;19.707
SN 2002G       ;2452347.46;V;20.023
SN 2002G       ;2452352.46;V;20.049
SN 2002G       ;2452298.54;R;17.162
SN 2002G       ;2452299.52;R;17.165
SN 2002G       ;2452304.54;R;17.179
SN 2002G       ;2452305.50;R;17.334
SN 2002G       ;2452308.56;R;17.464
SN 2002G       ;2452309.56;R;17.550
SN 2002G       ;2452310.55;R;17.634
SN 2002G       ;2452311.55;R;17.702
SN 2002G       ;2452313.49;R;17.824
SN 2002G       ;2452315.52;R;17.817
SN 2002G       ;2452317.56;R;17.838
SN 2002G       ;2452320.50;R;17.856
SN 2002G       ;2452327.52;R;18.268
SN 2002G       ;2452335.53;R;18.340
SN 2002G       ;2452347.46;R;19.018
SN 2002G       ;2452352.46;R;18.776
SN 2002G       ;2452298.54;I;17.434
SN 2002G       ;2452299.52;I;17.472
SN 2002G       ;2452304.54;I;17.363
SN 2002G       ;2452305.50;I;17.715
SN 2002G       ;2452308.56;I;17.825
SN 2002G       ;2452309.56;I;17.824
SN 2002G       ;2452310.55;I;17.806
SN 2002G       ;2452313.49;I;17.813
SN 2002G       ;2452315.52;I;17.784
SN 2002G       ;2452317.56;I;17.818
SN 2002G       ;2452320.50;I;17.835
SN 2002G       ;2452327.52;I;17.910
SN 2002G       ;2452335.53;I;18.248
SN 2002G       ;2452342.48;I;18.400
SN 2002G       ;2452347.46;I;18.668
SN 2002G       ;2452352.46;I;18.984
SN 2002aw      ;2452326.56;B;16.274
SN 2002aw      ;2452329.56;B;16.370
SN 2002aw      ;2452331.56;B;16.472
SN 2002aw      ;2452333.56;B;16.595
SN 2002aw      ;2452335.56;B;16.827
SN 2002aw      ;2452337.56;B;17.051
SN 2002aw      ;2452344.55;B;17.676
SN 2002aw      ;2452347.55;B;18.282
SN 2002aw      ;2452352.54;B;18.772
SN 2002aw      ;2452363.49;B;19.234
SN 2002aw      ;2452367.50;B;19.240
SN 2002aw      ;2452371.50;B;19.393
SN 2002aw      ;2452375.48;B;19.467
SN 2002aw      ;2452380.43;B;19.686
SN 2002aw      ;2452385.46;B;19.807
SN 2002aw      ;2452396.46;B;19.984
SN 2002aw      ;2452407.37;B;19.955
SN 2002aw      ;2452465.31;B;20.757
SN 2002aw      ;2452326.56;V;16.226
SN 2002aw      ;2452329.56;V;16.220
SN 2002aw      ;2452331.56;V;16.311
SN 2002aw      ;2452333.56;V;16.324
SN 2002aw      ;2452335.56;V;16.480
SN 2002aw      ;2452337.56;V;16.568
SN 2002aw      ;2452342.55;V;16.871
SN 2002aw      ;2452344.55;V;17.130
SN 2002aw      ;2452347.55;V;17.207
SN 2002aw      ;2452352.54;V;17.508
SN 2002aw      ;2452359.54;V;17.881
SN 2002aw      ;2452363.49;V;17.964
SN 2002aw      ;2452367.50;V;18.064
SN 2002aw      ;2452371.50;V;18.353
SN 2002aw      ;2452375.48;V;18.448
SN 2002aw      ;2452380.43;V;18.579
SN 2002aw      ;2452385.46;V;18.652
SN 2002aw      ;2452396.46;V;18.912
SN 2002aw      ;2452407.37;V;19.215
SN 2002aw      ;2452465.31;V;20.590
SN 2002aw      ;2452326.56;R;16.086
SN 2002aw      ;2452329.56;R;16.084
SN 2002aw      ;2452331.56;R;16.195
SN 2002aw      ;2452333.56;R;16.309
SN 2002aw      ;2452335.56;R;16.512
SN 2002aw      ;2452337.56;R;16.569
SN 2002aw      ;2452342.55;R;16.488
SN 2002aw      ;2452344.55;R;16.655
SN 2002aw      ;2452347.55;R;16.855
SN 2002aw      ;2452352.54;R;16.992
SN 2002aw      ;2452359.54;R;17.435
SN 2002aw      ;2452363.49;R;17.613
SN 2002aw      ;2452371.50;R;17.932
SN 2002aw      ;2452375.48;R;18.109
SN 2002aw      ;2452380.43;R;18.409
SN 2002aw      ;2452385.46;R;18.415
SN 2002aw      ;2452396.46;R;18.651
SN 2002aw      ;2452408.35;R;18.758
SN 2002aw      ;2452465.31;R;20.672
SN 2002aw      ;2452326.56;I;16.406
SN 2002aw      ;2452329.56;I;16.500
SN 2002aw      ;2452331.56;I;16.604
SN 2002aw      ;2452333.56;I;16.662
SN 2002aw      ;2452335.56;I;16.858
SN 2002aw      ;2452337.56;I;16.930
SN 2002aw      ;2452342.55;I;16.600
SN 2002aw      ;2452344.55;I;17.090
SN 2002aw      ;2452347.55;I;16.756
SN 2002aw      ;2452352.54;I;16.731
SN 2002aw      ;2452359.54;I;17.139
SN 2002aw      ;2452363.49;I;17.495
SN 2002aw      ;2452367.50;I;17.497
SN 2002aw      ;2452371.50;I;17.709
SN 2002aw      ;2452375.48;I;17.914
SN 2002aw      ;2452380.43;I;18.275
SN 2002aw      ;2452385.46;I;18.221
SN 2002aw      ;2452396.46;I;18.847
SN 2002aw      ;2452408.35;I;19.634
SN 2002aw      ;2452465.31;I;20.341
SN 2002bf      ;2452342.32;B;16.507
SN 2002bf      ;2452345.31;B;16.790
SN 2002bf      ;2452348.30;B;17.037
SN 2002bf      ;2452352.29;B;17.556
SN 2002bf      ;2452358.27;B;18.251
SN 2002bf      ;2452359.28;B;18.326
SN 2002bf      ;2452362.36;B;18.536
SN 2002bf      ;2452365.20;B;18.810
SN 2002bf      ;2452368.32;B;19.319
SN 2002bf      ;2452371.25;B;19.265
SN 2002bf      ;2452377.22;B;19.361
SN 2002bf      ;2452386.20;B;19.249
SN 2002bf      ;2452394.17;B;19.516
SN 2002bf      ;2452407.25;B;19.816
SN 2002bf      ;2452408.21;B;19.913
SN 2002bf      ;2452342.32;V;16.257
SN 2002bf      ;2452345.31;V;16.413
SN 2002bf      ;2452348.30;V;16.645
SN 2002bf      ;2452352.29;V;16.760
SN 2002bf      ;2452358.27;V;17.084
SN 2002bf      ;2452362.36;V;17.271
SN 2002bf      ;2452365.20;V;17.463
SN 2002bf      ;2452368.32;V;17.847
SN 2002bf      ;2452371.25;V;17.852
SN 2002bf      ;2452377.22;V;18.187
SN 2002bf      ;2452386.20;V;18.238
SN 2002bf      ;2452394.17;V;18.597
SN 2002bf      ;2452407.25;V;18.918
SN 2002bf      ;2452342.32;R;16.165
SN 2002bf      ;2452345.31;R;16.256
SN 2002bf      ;2452348.30;R;16.429
SN 2002bf      ;2452352.29;R;16.754
SN 2002bf      ;2452358.27;R;16.713
SN 2002bf      ;2452359.28;R;16.664
SN 2002bf      ;2452362.36;R;16.896
SN 2002bf      ;2452365.20;R;16.970
SN 2002bf      ;2452368.32;R;17.225
SN 2002bf      ;2452371.25;R;17.348
SN 2002bf      ;2452377.22;R;17.610
SN 2002bf      ;2452386.20;R;17.859
SN 2002bf      ;2452394.17;R;18.152
SN 2002bf      ;2452407.25;R;18.714
SN 2002bf      ;2452342.32;I;16.773
SN 2002bf      ;2452345.31;I;17.114
SN 2002bf      ;2452348.30;I;17.167
SN 2002bf      ;2452352.29;I;17.107
SN 2002bf      ;2452358.27;I;16.924
SN 2002bf      ;2452359.28;I;16.807
SN 2002bf      ;2452362.36;I;16.887
SN 2002bf      ;2452365.20;I;16.913
SN 2002bf      ;2452368.32;I;17.157
SN 2002bf      ;2452371.25;I;17.397
SN 2002bf      ;2452377.22;I;17.669
SN 2002bf      ;2452386.20;I;17.826
SN 2002bf      ;2452408.21;I;18.134
SN 2002bo      ;2452342.34;B;17.364
SN 2002bo      ;2452345.33;B;15.672
SN 2002bo      ;2452346.31;B;15.281
SN 2002bo      ;2452348.32;B;14.754
SN 2002bo      ;2452352.30;B;14.198
SN 2002bo      ;2452353.17;B;14.136
SN 2002bo      ;2452354.29;B;14.060
SN 2002bo      ;2452358.25;B;14.049
SN 2002bo      ;2452361.32;B;14.190
SN 2002bo      ;2452362.42;B;14.317
SN 2002bo      ;2452363.22;B;14.337
SN 2002bo      ;2452364.23;B;14.439
SN 2002bo      ;2452365.22;B;14.523
SN 2002bo      ;2452366.23;B;14.609
SN 2002bo      ;2452368.33;B;14.830
SN 2002bo      ;2452370.26;B;15.024
SN 2002bo      ;2452372.24;B;15.243
SN 2002bo      ;2452376.22;B;15.695
SN 2002bo      ;2452383.22;B;16.301
SN 2002bo      ;2452389.19;B;16.762
SN 2002bo      ;2452392.24;B;16.804
SN 2002bo      ;2452396.17;B;16.976
SN 2002bo      ;2452399.17;B;17.012
SN 2002bo      ;2452403.18;B;17.096
SN 2002bo      ;2452407.18;B;17.158
SN 2002bo      ;2452409.20;B;17.178
SN 2002bo      ;2452411.18;B;17.169
SN 2002bo      ;2452417.18;B;17.257
SN 2002bo      ;2452421.19;B;17.305
SN 2002bo      ;2452425.19;B;17.343
SN 2002bo      ;2452429.20;B;17.394
SN 2002bo      ;2452431.20;B;17.430
SN 2002bo      ;2452436.19;B;17.497
SN 2002bo      ;2452345.33;V;15.231
SN 2002bo      ;2452346.31;V;14.924
SN 2002bo      ;2452348.32;V;14.425
SN 2002bo      ;2452352.30;V;13.875
SN 2002bo      ;2452353.17;V;13.807
SN 2002bo      ;2452354.29;V;13.721
SN 2002bo      ;2452355.19;V;13.678
SN 2002bo      ;2452358.25;V;13.621
SN 2002bo      ;2452361.32;V;13.692
SN 2002bo      ;2452362.42;V;13.684
SN 2002bo      ;2452363.22;V;13.720
SN 2002bo      ;2452364.23;V;13.750
SN 2002bo      ;2452365.22;V;13.807
SN 2002bo      ;2452366.23;V;13.827
SN 2002bo      ;2452368.33;V;13.982
SN 2002bo      ;2452370.26;V;14.130
SN 2002bo      ;2452372.24;V;14.236
SN 2002bo      ;2452376.22;V;14.427
SN 2002bo      ;2452383.22;V;14.763
SN 2002bo      ;2452389.19;V;15.235
SN 2002bo      ;2452392.24;V;15.381
SN 2002bo      ;2452396.17;V;15.536
SN 2002bo      ;2452399.17;V;15.643
SN 2002bo      ;2452403.18;V;15.761
SN 2002bo      ;2452407.18;V;15.865
SN 2002bo      ;2452409.20;V;15.944
SN 2002bo      ;2452411.18;V;15.978
SN 2002bo      ;2452417.18;V;16.154
SN 2002bo      ;2452421.19;V;16.238
SN 2002bo      ;2452425.19;V;16.354
SN 2002bo      ;2452429.20;V;16.438
SN 2002bo      ;2452431.20;V;16.485
SN 2002bo      ;2452436.19;V;16.619
SN 2002bo      ;2452342.34;R;16.298
SN 2002bo      ;2452345.33;R;14.866
SN 2002bo      ;2452346.31;R;14.543
SN 2002bo      ;2452348.32;R;14.079
SN 2002bo      ;2452352.30;R;13.623
SN 2002bo      ;2452353.17;R;13.536
SN 2002bo      ;2452354.29;R;13.531
SN 2002bo      ;2452355.19;R;13.544
SN 2002bo      ;2452358.25;R;13.498
SN 2002bo      ;2452361.32;R;13.549
SN 2002bo      ;2452362.42;R;13.550
SN 2002bo      ;2452363.22;R;13.623
SN 2002bo      ;2452364.23;R;13.663
SN 2002bo      ;2452365.22;R;13.732
SN 2002bo      ;2452366.23;R;13.827
SN 2002bo      ;2452368.33;R;13.993
SN 2002bo      ;2452370.26;R;14.088
SN 2002bo      ;2452372.24;R;14.116
SN 2002bo      ;2452376.22;R;14.149
SN 2002bo      ;2452383.22;R;14.291
SN 2002bo      ;2452389.19;R;14.717
SN 2002bo      ;2452392.24;R;14.950
SN 2002bo      ;2452396.17;R;15.126
SN 2002bo      ;2452399.17;R;15.212
SN 2002bo      ;2452403.18;R;15.344
SN 2002bo      ;2452407.18;R;15.529
SN 2002bo      ;2452409.20;R;15.563
SN 2002bo      ;2452411.18;R;15.617
SN 2002bo      ;2452417.18;R;15.799
SN 2002bo      ;2452421.19;R;15.939
SN 2002bo      ;2452425.19;R;16.081
SN 2002bo      ;2452429.20;R;16.167
SN 2002bo      ;2452431.20;R;16.224
SN 2002bo      ;2452436.19;R;16.416
SN 2002bo      ;2452342.34;I;16.391
SN 2002bo      ;2452345.33;I;14.860
SN 2002bo      ;2452348.32;I;14.055
SN 2002bo      ;2452352.30;I;13.627
SN 2002bo      ;2452353.17;I;13.633
SN 2002bo      ;2452354.29;I;13.569
SN 2002bo      ;2452355.19;I;13.614
SN 2002bo      ;2452358.25;I;13.684
SN 2002bo      ;2452361.32;I;13.805
SN 2002bo      ;2452362.42;I;13.836
SN 2002bo      ;2452363.22;I;13.878
SN 2002bo      ;2452364.23;I;13.962
SN 2002bo      ;2452365.22;I;14.039
SN 2002bo      ;2452366.23;I;14.088
SN 2002bo      ;2452368.33;I;14.180
SN 2002bo      ;2452372.24;I;14.139
SN 2002bo      ;2452376.22;I;14.047
SN 2002bo      ;2452383.22;I;13.970
SN 2002bo      ;2452389.19;I;14.281
SN 2002bo      ;2452392.24;I;14.514
SN 2002bo      ;2452396.17;I;14.729
SN 2002bo      ;2452399.17;I;14.912
SN 2002bo      ;2452403.18;I;15.111
SN 2002bo      ;2452409.20;I;15.393
SN 2002bo      ;2452411.18;I;15.455
SN 2002bo      ;2452417.18;I;15.681
SN 2002bo      ;2452421.19;I;15.875
SN 2002bo      ;2452425.19;I;16.056
SN 2002bo      ;2452429.20;I;16.197
SN 2002bo      ;2452431.20;I;16.189
SN 2002bo      ;2452436.19;I;16.470
SN 2002cd      ;2452375.50;B;17.701
SN 2002cd      ;2452376.50;B;17.554
SN 2002cd      ;2452377.49;B;17.482
SN 2002cd      ;2452378.48;B;17.463
SN 2002cd      ;2452380.47;B;17.285
SN 2002cd      ;2452383.50;B;17.265
SN 2002cd      ;2452384.49;B;17.277
SN 2002cd      ;2452385.51;B;17.251
SN 2002cd      ;2452387.50;B;17.350
SN 2002cd      ;2452389.50;B;17.466
SN 2002cd      ;2452397.47;B;18.074
SN 2002cd      ;2452400.48;B;18.324
SN 2002cd      ;2452403.48;B;18.609
SN 2002cd      ;2452406.48;B;18.862
SN 2002cd      ;2452407.47;B;18.992
SN 2002cd      ;2452408.44;B;19.046
SN 2002cd      ;2452409.48;B;19.079
SN 2002cd      ;2452410.43;B;19.190
SN 2002cd      ;2452416.48;B;19.650
SN 2002cd      ;2452421.45;B;20.009
SN 2002cd      ;2452427.44;B;20.157
SN 2002cd      ;2452431.42;B;19.987
SN 2002cd      ;2452436.38;B;20.099
SN 2002cd      ;2452436.40;B;19.935
SN 2002cd      ;2452437.40;B;20.095
SN 2002cd      ;2452441.45;B;20.075
SN 2002cd      ;2452375.50;V;16.841
SN 2002cd      ;2452376.50;V;16.698
SN 2002cd      ;2452377.49;V;16.581
SN 2002cd      ;2452378.48;V;16.502
SN 2002cd      ;2452380.47;V;16.392
SN 2002cd      ;2452383.50;V;16.243
SN 2002cd      ;2452384.49;V;16.216
SN 2002cd      ;2452385.51;V;16.228
SN 2002cd      ;2452387.50;V;16.223
SN 2002cd      ;2452389.50;V;16.273
SN 2002cd      ;2452397.47;V;16.699
SN 2002cd      ;2452400.48;V;16.852
SN 2002cd      ;2452403.48;V;16.973
SN 2002cd      ;2452406.48;V;17.056
